1704987900000,20240111,4160000,C,592400,604400,1,1
1704987900000,20240111,4480000,C,273800,282500,1,1
1704987900000,20240111,4800000,P,41000,41400,1,1
1704987900000,20240111,4370000,C,382900,400800,1,1
1704987900000,20240111,4050000,C,702500,714600,1,1
1704987900000,20240111,4690000,C,68600,69000,1,1
1704987900000,20240111,4260000,C,493400,504500,1,1
1704987900000,20240111,4580000,C,176900,181300,1,1
1704987900000,20240111,4900000,P,138500,142400,1,1
1704987900000,20240111,4150000,C,596600,615000,1,1
1704987900000,20240111,4470000,C,283700,292800,1,1
1704987900000,20240111,4790000,P,31000,31300,1,1
1704987900000,20240111,4360000,C,391000,404800,1,1
1704987900000,20240111,4040000,C,717500,719300,1,1
1704987900000,20240111,4680000,C,78600,79000,1,1
1704987900000,20240111,5000000,P,236900,245400,1,1
1704987900000,20240111,4250000,C,502600,522500,1,1
1704987900000,20240111,4570000,C,187400,191300,1,1
1704987900000,20240111,4890000,P,128500,132400,1,1
1704987900000,20240111,4140000,C,613100,624700,1,1
1704987900000,20240111,4460000,C,293700,302900,1,1
1704987900000,20240111,4780000,P,21100,21400,1,1
1704987900000,20240111,5100000,P,336700,346600,1,1
1704987900000,20240111,4350000,C,396800,415100,1,1
1704987900000,20240111,4030000,C,727400,729300,1,1
1704987900000,20240111,4670000,C,88600,89000,1,1
1704987900000,20240111,4990000,P,227700,232100,1,1
1704987900000,20240111,4240000,C,512800,524800,1,1
1704987900000,20240111,4560000,C,197600,201200,1,1
1704987900000,20240111,4880000,P,118500,122500,1,1
1704987900000,20240111,5200000,P,434200,453000,1,1
1704987900000,20240111,4130000,C,616300,634700,1,1
1704987900000,20240111,4450000,C,303500,312900,1,1
1704987900000,20240111,4770000,C,400,500,1,1
1704987900000,20240111,4770000,P,11400,12000,1,1
1704987900000,20240111,4340000,C,412900,425200,1,1
1704987900000,20240111,4020000,C,737400,739300,1,1
1704987900000,20240111,4660000,C,97000,101000,1,1
1704987900000,20240111,4980000,P,218300,222000,1,1
1704987900000,20240111,5300000,P,534300,550900,1,1
1704987900000,20240111,4230000,C,517000,535700,1,1
1704987900000,20240111,4550000,C,207000,211300,1,1
1704987900000,20240111,4870000,P,108700,112300,1,1
1704987900000,20240111,4120000,C,626300,644200,1,1
1704987900000,20240111,4440000,C,313700,323100,1,1
1704987900000,20240111,4760000,C,2800,2900,1,1
1704987900000,20240111,4760000,P,3800,4000,1,1
1704987900000,20240111,5400000,P,639900,641400,1,1
1704987900000,20240111,4330000,C,422900,435200,1,1
1704987900000,20240111,4650000,C,107200,111300,1,1
1704987900000,20240111,4970000,P,208100,212400,1,1
1704987900000,20240111,4220000,C,532600,544700,1,1
1704987900000,20240111,4540000,C,217000,221300,1,1
1704987900000,20240111,4860000,P,98800,102600,1,1
1704987900000,20240111,4110000,C,642900,654600,1,1
1704987900000,20240111,4430000,C,323900,332800,1,1
1704987900000,20240111,4750000,C,9500,9800,1,1
1704987900000,20240111,4750000,P,800,900,1,1
1704987900000,20240111,4320000,C,432700,445200,1,1
1704987900000,20240111,4640000,C,116100,121100,1,1
